departamento,anio,sexo,grupo_etario,fallecidos
PIURA,2010,FEMENINO,DE 13 A 18 AÑOS,5
PIURA,2010,FEMENINO,DE 19 A 25 AÑOS,1
PIURA,2010,FEMENINO,DE 26 A 60 AÑOS,5
PIURA,2010,FEMENINO,DE 60 A MÁS AÑOS,0
PIURA,2011,MASCULINO,DE 0 A 5 AÑOS,0
PIURA,2011,MASCULINO,DE 6 A 12 AÑOS,4
PIURA,2011,MASCULINO,DE 13 A 18 AÑOS,7
PIURA,2011,MASCULINO,DE 19 A 25 AÑOS,34
PIURA,2011,MASCULINO,DE 26 A 60 AÑOS,36
PIURA,2011,MASCULINO,DE 60 A MÁS AÑOS,0
PIURA,2011,FEMENINO,DE 0 A 5 AÑOS,0
PIURA,2011,FEMENINO,DE 6 A 12 AÑOS,1
PIURA,2011,FEMENINO,DE 13 A 18 AÑOS,3
PIURA,2011,FEMENINO,DE 19 A 25 AÑOS,2
PIURA,2011,FEMENINO,DE 26 A 60 AÑOS,6
PIURA,2011,FEMENINO,DE 60 A MÁS AÑOS,0
PIURA,2012,MASCULINO,DE 0 A 5 AÑOS,3
PIURA,2012,MASCULINO,DE 6 A 12 AÑOS,6
PIURA,2012,MASCULINO,DE 13 A 18 AÑOS,20
PIURA,2012,MASCULINO,DE 19 A 25 AÑOS,38
PIURA,2012,MASCULINO,DE 26 A 60 AÑOS,56
PIURA,2012,MASCULINO,DE 60 A MÁS AÑOS,7
PIURA,2012,FEMENINO,DE 0 A 5 AÑOS,2
PIURA,2012,FEMENINO,DE 6 A 12 AÑOS,2
PIURA,2012,FEMENINO,DE 13 A 18 AÑOS,5
PIURA,2012,FEMENINO,DE 19 A 25 AÑOS,9
PIURA,2012,FEMENINO,DE 26 A 60 AÑOS,15
PIURA,2012,FEMENINO,DE 60 A MÁS AÑOS,4
PIURA,2013,MASCULINO,DE 0 A 5 AÑOS,5
PIURA,2013,MASCULINO,DE 6 A 12 AÑOS,11
PIURA,2013,MASCULINO,DE 13 A 18 AÑOS,21
PIURA,2013,MASCULINO,DE 19 A 25 AÑOS,26
PIURA,2013,MASCULINO,DE 26 A 60 AÑOS,77
PIURA,2013,MASCULINO,DE 60 A MÁS AÑOS,10
PIURA,2013,FEMENINO,DE 0 A 5 AÑOS,2
PIURA,2013,FEMENINO,DE 6 A 12 AÑOS,6
PIURA,2013,FEMENINO,DE 13 A 18 AÑOS,5
PIURA,2013,FEMENINO,DE 19 A 25 AÑOS,3
PIURA,2013,FEMENINO,DE 26 A 60 AÑOS,10
PIURA,2013,FEMENINO,DE 60 A MÁS AÑOS,9
PIURA,2014,MASCULINO,DE 0 A 5 AÑOS,4
PIURA,2014,MASCULINO,DE 6 A 12 AÑOS,1
PIURA,2014,MASCULINO,DE 13 A 18 AÑOS,11
PIURA,2014,MASCULINO,DE 19 A 25 AÑOS,28
PIURA,2014,MASCULINO,DE 26 A 60 AÑOS,46
PIURA,2014,MASCULINO,DE 60 A MÁS AÑOS,13
PIURA,2014,FEMENINO,DE 0 A 5 AÑOS,3
PIURA,2014,FEMENINO,DE 6 A 12 AÑOS,1
PIURA,2014,FEMENINO,DE 13 A 18 AÑOS,2
PIURA,2014,FEMENINO,DE 19 A 25 AÑOS,4
PIURA,2014,FEMENINO,DE 26 A 60 AÑOS,8
PIURA,2014,FEMENINO,DE 60 A MÁS AÑOS,7
PIURA,2015,MASCULINO,DE 0 A 5 AÑOS,5
PIURA,2015,MASCULINO,DE 6 A 12 AÑOS,3
PIURA,2015,MASCULINO,DE 13 A 18 AÑOS,8
PIURA,2015,MASCULINO,DE 19 A 25 AÑOS,31
PIURA,2015,MASCULINO,DE 26 A 60 AÑOS,65
PIURA,2015,MASCULINO,DE 60 A MÁS AÑOS,12
PIURA,2015,FEMENINO,DE 0 A 5 AÑOS,0
PIURA,2015,FEMENINO,DE 6 A 12 AÑOS,2
PIURA,2015,FEMENINO,DE 13 A 18 AÑOS,1
PIURA,2015,FEMENINO,DE 19 A 25 AÑOS,0
PIURA,2015,FEMENINO,DE 26 A 60 AÑOS,12
PIURA,2015,FEMENINO,DE 60 A MÁS AÑOS,1
PIURA,2016,MASCULINO,DE 0 A 5 AÑOS,4
PIURA,2016,MASCULINO,DE 6 A 12 AÑOS,2
PIURA,2016,MASCULINO,DE 13 A 18 AÑOS,12
PIURA,2016,MASCULINO,DE 19 A 25 AÑOS,22
PIURA,2016,MASCULINO,DE 26 A 60 AÑOS,66
PIURA,2016,MASCULINO,DE 60 A MÁS AÑOS,16
PIURA,2016,FEMENINO,DE 0 A 5 AÑOS,1
PIURA,2016,FEMENINO,DE 6 A 12 AÑOS,2
PIURA,2016,FEMENINO,DE 13 A 18 AÑOS,2
PIURA,2016,FEMENINO,DE 19 A 25 AÑOS,4
PIURA,2016,FEMENINO,DE 26 A 60 AÑOS,13
PIURA,2016,FEMENINO,DE 60 A MÁS AÑOS,3
PIURA,2017,MASCULINO,DE 0 A 5 AÑOS,2
PIURA,2017,MASCULINO,DE 6 A 12 AÑOS,3
PIURA,2017,MASCULINO,DE 13 A 18 AÑOS,3
PIURA,2017,MASCULINO,DE 19 A 25 AÑOS,11
PIURA,2017,MASCULINO,DE 26 A 60 AÑOS,54
PIURA,2017,MASCULINO,DE 60 A MÁS AÑOS,2
PIURA,2017,FEMENINO,DE 0 A 5 AÑOS,3
PIURA,2017,FEMENINO,DE 6 A 12 AÑOS,0
PIURA,2017,FEMENINO,DE 13 A 18 AÑOS,2
PIURA,2017,FEMENINO,DE 19 A 25 AÑOS,3
PIURA,2017,FEMENINO,DE 26 A 60 AÑOS,13
PIURA,2017,FEMENINO,DE 60 A MÁS AÑOS,3
PIURA,2018,MASCULINO,DE 0 A 5 AÑOS,6
PIURA,2018,MASCULINO,DE 6 A 11 AÑOS,0
PIURA,2018,MASCULINO,DE 12 A 17 AÑOS,2
PIURA,2018,MASCULINO,DE 18 A 29 AÑOS,54
PIURA,2018,MASCULINO,DE 30 A 59 AÑOS,38
PIURA,2018,MASCULINO,DE 60 A MÁS AÑOS,13
PIURA,2018,FEMENINO,DE 0 A 5 AÑOS,0
PIURA,2018,FEMENINO,DE 6 A 11 AÑOS,0
PIURA,2018,FEMENINO,DE 12 A 17 AÑOS,1
PIURA,2018,FEMENINO,DE 18 A 29 AÑOS,4
PIURA,2018,FEMENINO,DE 30 A 59 AÑOS,12
PIURA,2018,FEMENINO,DE 60 A MÁS AÑOS,4
PIURA,2019,MASCULINO,DE 0 A 5 AÑOS,1
PIURA,2019,MASCULINO,DE 6 A 11 AÑOS,3
PIURA,2019,MASCULINO,DE 12 A 17 AÑOS,5
PIURA,2019,MASCULINO,DE 18 A 29 AÑOS,51
PIURA,2019,MASCULINO,DE 30 A 59 AÑOS,42
PIURA,2019,MASCULINO,DE 60 A MÁS AÑOS,15
PIURA,2019,FEMENINO,DE 0 A 5 AÑOS,0
PIURA,2019,FEMENINO,DE 6 A 11 AÑOS,2
PIURA,2019,FEMENINO,DE 12 A 17 AÑOS,1
PIURA,2019,FEMENINO,DE 18 A 29 AÑOS,12
PIURA,2019,FEMENINO,DE 30 A 59 AÑOS,11
PIURA,2019,FEMENINO,DE 60 A MÁS AÑOS,3
PIURA,2020,MASCULINO,DE 0 A 5 AÑOS,2
PIURA,2020,MASCULINO,DE 6 A 11 AÑOS,3
PIURA,2020,MASCULINO,DE 12 A 17 AÑOS,4
PIURA,2020,MASCULINO,DE 18 A 29 AÑOS,35
PIURA,2020,MASCULINO,DE 30 A 59 AÑOS,56
PIURA,2020,MASCULINO,DE 60 A MÁS AÑOS,7
PIURA,2020,FEMENINO,DE 0 A 5 AÑOS,3
PIURA,2020,FEMENINO,DE 6 A 11 AÑOS,0
PIURA,2020,FEMENINO,DE 12 A 17 AÑOS,0
PIURA,2020,FEMENINO,DE 18 A 29 AÑOS,5
PIURA,2020,FEMENINO,DE 30 A 59 AÑOS,7
PIURA,2020,FEMENINO,DE 60 A MÁS AÑOS,2
PIURA,2021,MASCULINO,DE 0 A 5 AÑOS,3
PIURA,2021,MASCULINO,DE 6 A 11 AÑOS,2
PIURA,2021,MASCULINO,DE 12 A 17 AÑOS,9
PIURA,2021,MASCULINO,DE 18 A 29 AÑOS,72
PIURA,2021,MASCULINO,DE 30 A 59 AÑOS,136
PIURA,2021,MASCULINO,DE 60 A MÁS AÑOS,30
PIURA,2021,FEMENINO,DE 0 A 5 AÑOS,9
PIURA,2021,FEMENINO,DE 6 A 11 AÑOS,2
PIURA,2021,FEMENINO,DE 12 A 17 AÑOS,4
PIURA,2021,FEMENINO,DE 18 A 29 AÑOS,12
PIURA,2021,FEMENINO,DE 30 A 59 AÑOS,17
PIURA,2021,FEMENINO,DE 60 A MÁS AÑOS,4
PIURA,2022,MASCULINO,DE 0 A 5 AÑOS,5
PIURA,2022,MASCULINO,DE 6 A 11 AÑOS,4
PIURA,2022,MASCULINO,DE 12 A 17 AÑOS,7
PIURA,2022,MASCULINO,DE 18 A 29 AÑOS,97
PIURA,2022,MASCULINO,DE 30 A 59 AÑOS,156
PIURA,2022,MASCULINO,DE 60 A MÁS AÑOS,43
PIURA,2022,FEMENINO,DE 0 A 5 AÑOS,4
PIURA,2022,FEMENINO,DE 6 A 11 AÑOS,4
PIURA,2022,FEMENINO,DE 12 A 17 AÑOS,2
PIURA,2022,FEMENINO,DE 18 A 29 AÑOS,6
PIURA,2022,FEMENINO,DE 30 A 59 AÑOS,20
PIURA,2022,FEMENINO,DE 60 A MÁS AÑOS,15
PIURA,2023,MASCULINO,DE 0 A 5 AÑOS,2
PIURA,2023,MASCULINO,DE 6 A 11 AÑOS,3
PIURA,2023,MASCULINO,DE 12 A 17 AÑOS,12
PIURA,2023,MASCULINO,DE 18 A 29 AÑOS,68
PIURA,2023,MASCULINO,DE 30 A 59 AÑOS,144
PIURA,2023,MASCULINO,DE 60 A MÁS AÑOS,35
PIURA,2023,FEMENINO,DE 0 A 5 AÑOS,3
PIURA,2023,FEMENINO,DE 6 A 11 AÑOS,2
PIURA,2023,FEMENINO,DE 12 A 17 AÑOS,9
PIURA,2023,FEMENINO,DE 18 A 29 AÑOS,12
PIURA,2023,FEMENINO,DE 30 A 59 AÑOS,43
PIURA,2023,FEMENINO,DE 60 A MÁS AÑOS,3
PIURA,2024,MASCULINO,DE 0 A 5 AÑOS,2
PIURA,2024,MASCULINO,DE 6 A 11 AÑOS,0
PIURA,2024,MASCULINO,DE 12 A 17 AÑOS,3
PIURA,2024,MASCULINO,DE 18 A 29 AÑOS,65
PIURA,2024,MASCULINO,DE 30 A 59 AÑOS,127
PIURA,2024,MASCULINO,DE 60 A MÁS AÑOS,38
PIURA,2024,FEMENINO,DE 0 A 5 AÑOS,2
PIURA,2024,FEMENINO,DE 6 A 11 AÑOS,0
PIURA,2024,FEMENINO,DE 12 A 17 AÑOS,3
PIURA,2024,FEMENINO,DE 18 A 29 AÑOS,6
PIURA,2024,FEMENINO,DE 30 A 59 AÑOS,22
PIURA,2024,FEMENINO,DE 60 A MÁS AÑOS,4
PUNO,2008,MASCULINO,MENOR DE 18 AÑOS,19
PUNO,2008,MASCULINO,MAYOR DE 18 AÑOS,161
PUNO,2008,FEMENINO,MENOR DE 18 AÑOS,2
PUNO,2008,FEMENINO,MAYOR DE 18 AÑOS,42
PUNO,2009,MASCULINO,MENOR DE 18 AÑOS,44
PUNO,2009,MASCULINO,MAYOR DE 18 AÑOS,164
PUNO,2009,FEMENINO,MENOR DE 18 AÑOS,34
PUNO,2009,FEMENINO,MAYOR DE 18 AÑOS,63
PUNO,2010,MASCULINO,DE 0 A 5 AÑOS,22
PUNO,2010,MASCULINO,DE 6 A 12 AÑOS,1
PUNO,2010,MASCULINO,DE 13 A 18 AÑOS,19
PUNO,2010,MASCULINO,DE 19 A 25 AÑOS,45
PUNO,2010,MASCULINO,DE 26 A 60 AÑOS,69
PUNO,2010,MASCULINO,DE 60 A MÁS AÑOS,7
PUNO,2010,FEMENINO,DE 0 A 5 AÑOS,0
PUNO,2010,FEMENINO,DE 6 A 12 AÑOS,5
PUNO,2010,FEMENINO,DE 13 A 18 AÑOS,6
PUNO,2010,FEMENINO,DE 19 A 25 AÑOS,11
PUNO,2010,FEMENINO,DE 26 A 60 AÑOS,14
PUNO,2010,FEMENINO,DE 60 A MÁS AÑOS,0
PUNO,2011,MASCULINO,DE 0 A 5 AÑOS,31
PUNO,2011,MASCULINO,DE 6 A 12 AÑOS,53
PUNO,2011,MASCULINO,DE 13 A 18 AÑOS,106
PUNO,2011,MASCULINO,DE 19 A 25 AÑOS,213
PUNO,2011,MASCULINO,DE 26 A 60 AÑOS,98
PUNO,2011,MASCULINO,DE 60 A MÁS AÑOS,21
PUNO,2011,FEMENINO,DE 0 A 5 AÑOS,30
PUNO,2011,FEMENINO,DE 6 A 12 AÑOS,33
PUNO,2011,FEMENINO,DE 13 A 18 AÑOS,18
PUNO,2011,FEMENINO,DE 19 A 25 AÑOS,35
PUNO,2011,FEMENINO,DE 26 A 60 AÑOS,16
PUNO,2011,FEMENINO,DE 60 A MÁS AÑOS,1
PUNO,2012,MASCULINO,DE 0 A 5 AÑOS,19
PUNO,2012,MASCULINO,DE 6 A 12 AÑOS,12
PUNO,2012,MASCULINO,DE 13 A 18 AÑOS,37
PUNO,2012,MASCULINO,DE 19 A 25 AÑOS,39
PUNO,2012,MASCULINO,DE 26 A 60 AÑOS,69
PUNO,2012,MASCULINO,DE 60 A MÁS AÑOS,13
PUNO,2012,FEMENINO,DE 0 A 5 AÑOS,0
PUNO,2012,FEMENINO,DE 6 A 12 AÑOS,8
PUNO,2012,FEMENINO,DE 13 A 18 AÑOS,18
PUNO,2012,FEMENINO,DE 19 A 25 AÑOS,10
PUNO,2012,FEMENINO,DE 26 A 60 AÑOS,22
PUNO,2012,FEMENINO,DE 60 A MÁS AÑOS,0
PUNO,2013,MASCULINO,DE 0 A 5 AÑOS,5
PUNO,2013,MASCULINO,DE 6 A 12 AÑOS,23
PUNO,2013,MASCULINO,DE 13 A 18 AÑOS,33
PUNO,2013,MASCULINO,DE 19 A 25 AÑOS,51
PUNO,2013,MASCULINO,DE 26 A 60 AÑOS,69
PUNO,2013,MASCULINO,DE 60 A MÁS AÑOS,8
PUNO,2013,FEMENINO,DE 0 A 5 AÑOS,4
PUNO,2013,FEMENINO,DE 6 A 12 AÑOS,15
PUNO,2013,FEMENINO,DE 13 A 18 AÑOS,15
PUNO,2013,FEMENINO,DE 19 A 25 AÑOS,6
PUNO,2013,FEMENINO,DE 26 A 60 AÑOS,21
PUNO,2013,FEMENINO,DE 60 A MÁS AÑOS,4
PUNO,2014,MASCULINO,DE 0 A 5 AÑOS,9
PUNO,2014,MASCULINO,DE 6 A 12 AÑOS,10
PUNO,2014,MASCULINO,DE 13 A 18 AÑOS,7
PUNO,2014,MASCULINO,DE 19 A 25 AÑOS,66
PUNO,2014,MASCULINO,DE 26 A 60 AÑOS,87
PUNO,2014,MASCULINO,DE 60 A MÁS AÑOS,22
PUNO,2014,FEMENINO,DE 0 A 5 AÑOS,4
PUNO,2014,FEMENINO,DE 6 A 12 AÑOS,0
PUNO,2014,FEMENINO,DE 13 A 18 AÑOS,1
PUNO,2014,FEMENINO,DE 19 A 25 AÑOS,2
PUNO,2014,FEMENINO,DE 26 A 60 AÑOS,23
PUNO,2014,FEMENINO,DE 60 A MÁS AÑOS,2
PUNO,2015,MASCULINO,DE 0 A 5 AÑOS,8
PUNO,2015,MASCULINO,DE 6 A 12 AÑOS,6
PUNO,2015,MASCULINO,DE 13 A 18 AÑOS,5
PUNO,2015,MASCULINO,DE 19 A 25 AÑOS,29
PUNO,2015,MASCULINO,DE 26 A 60 AÑOS,80
PUNO,2015,MASCULINO,DE 60 A MÁS AÑOS,21
PUNO,2015,FEMENINO,DE 0 A 5 AÑOS,0
PUNO,2015,FEMENINO,DE 6 A 12 AÑOS,1
PUNO,2015,FEMENINO,DE 13 A 18 AÑOS,1
PUNO,2015,FEMENINO,DE 19 A 25 AÑOS,8
PUNO,2015,FEMENINO,DE 26 A 60 AÑOS,23
PUNO,2015,FEMENINO,DE 60 A MÁS AÑOS,5
PUNO,2016,MASCULINO,DE 0 A 5 AÑOS,7
PUNO,2016,MASCULINO,DE 6 A 12 AÑOS,7
PUNO,2016,MASCULINO,DE 13 A 18 AÑOS,3
PUNO,2016,MASCULINO,DE 19 A 25 AÑOS,29
PUNO,2016,MASCULINO,DE 26 A 60 AÑOS,127
PUNO,2016,MASCULINO,DE 60 A MÁS AÑOS,15
PUNO,2016,FEMENINO,DE 0 A 5 AÑOS,0
PUNO,2016,FEMENINO,DE 6 A 12 AÑOS,4
PUNO,2016,FEMENINO,DE 13 A 18 AÑOS,0
PUNO,2016,FEMENINO,DE 19 A 25 AÑOS,11
PUNO,2016,FEMENINO,DE 26 A 60 AÑOS,28
PUNO,2016,FEMENINO,DE 60 A MÁS AÑOS,8
PUNO,2017,MASCULINO,DE 0 A 5 AÑOS,4
PUNO,2017,MASCULINO,DE 6 A 12 AÑOS,2
PUNO,2017,MASCULINO,DE 13 A 18 AÑOS,7
PUNO,2017,MASCULINO,DE 19 A 25 AÑOS,33
PUNO,2017,MASCULINO,DE 26 A 60 AÑOS,98
PUNO,2017,MASCULINO,DE 60 A MÁS AÑOS,31
PUNO,2017,FEMENINO,DE 0 A 5 AÑOS,3
PUNO,2017,FEMENINO,DE 6 A 12 AÑOS,2
PUNO,2017,FEMENINO,DE 13 A 18 AÑOS,2
PUNO,2017,FEMENINO,DE 19 A 25 AÑOS,11
PUNO,2017,FEMENINO,DE 26 A 60 AÑOS,33
PUNO,2017,FEMENINO,DE 60 A MÁS AÑOS,9
PUNO,2018,MASCULINO,DE 0 A 5 AÑOS,5
PUNO,2018,MASCULINO,DE 6 A 11 AÑOS,2
PUNO,2018,MASCULINO,DE 12 A 17 AÑOS,15
PUNO,2018,MASCULINO,DE 18 A 29 AÑOS,53
PUNO,2018,MASCULINO,DE 30 A 59 AÑOS,94
PUNO,2018,MASCULINO,DE 60 A MÁS AÑOS,13
PUNO,2018,FEMENINO,DE 0 A 5 AÑOS,4
PUNO,2018,FEMENINO,DE 6 A 11 AÑOS,1
PUNO,2018,FEMENINO,DE 12 A 17 AÑOS,1
PUNO,2018,FEMENINO,DE 18 A 29 AÑOS,20
PUNO,2018,FEMENINO,DE 30 A 59 AÑOS,32
PUNO,2018,FEMENINO,DE 60 A MÁS AÑOS,14
PUNO,2019,MASCULINO,DE 0 A 5 AÑOS,6
PUNO,2019,MASCULINO,DE 6 A 11 AÑOS,7
PUNO,2019,MASCULINO,DE 12 A 17 AÑOS,15
PUNO,2019,MASCULINO,DE 18 A 29 AÑOS,56
PUNO,2019,MASCULINO,DE 30 A 59 AÑOS,88
PUNO,2019,MASCULINO,DE 60 A MÁS AÑOS,15
PUNO,2019,FEMENINO,DE 0 A 5 AÑOS,5
PUNO,2019,FEMENINO,DE 6 A 11 AÑOS,3
PUNO,2019,FEMENINO,DE 12 A 17 AÑOS,5
PUNO,2019,FEMENINO,DE 18 A 29 AÑOS,36
PUNO,2019,FEMENINO,DE 30 A 59 AÑOS,25
PUNO,2019,FEMENINO,DE 60 A MÁS AÑOS,13
PUNO,2020,MASCULINO,DE 0 A 5 AÑOS,3
PUNO,2020,MASCULINO,DE 6 A 11 AÑOS,3
PUNO,2020,MASCULINO,DE 12 A 17 AÑOS,15
PUNO,2020,MASCULINO,DE 18 A 29 AÑOS,40
PUNO,2020,MASCULINO,DE 30 A 59 AÑOS,61
PUNO,2020,MASCULINO,DE 60 A MÁS AÑOS,15
PUNO,2020,FEMENINO,DE 0 A 5 AÑOS,4
PUNO,2020,FEMENINO,DE 6 A 11 AÑOS,2
PUNO,2020,FEMENINO,DE 12 A 17 AÑOS,4
PUNO,2020,FEMENINO,DE 18 A 29 AÑOS,15
PUNO,2020,FEMENINO,DE 30 A 59 AÑOS,13
PUNO,2020,FEMENINO,DE 60 A MÁS AÑOS,4
PUNO,2021,MASCULINO,DE 0 A 5 AÑOS,7
PUNO,2021,MASCULINO,DE 6 A 11 AÑOS,2
PUNO,2021,MASCULINO,DE 12 A 17 AÑOS,15
PUNO,2021,MASCULINO,DE 18 A 29 AÑOS,65
PUNO,2021,MASCULINO,DE 30 A 59 AÑOS,97
PUNO,2021,MASCULINO,DE 60 A MÁS AÑOS,28
PUNO,2021,FEMENINO,DE 0 A 5 AÑOS,0
PUNO,2021,FEMENINO,DE 6 A 11 AÑOS,5
PUNO,2021,FEMENINO,DE 12 A 17 AÑOS,4
PUNO,2021,FEMENINO,DE 18 A 29 AÑOS,10
PUNO,2021,FEMENINO,DE 30 A 59 AÑOS,13
PUNO,2021,FEMENINO,DE 60 A MÁS AÑOS,5
PUNO,2022,MASCULINO,DE 0 A 5 AÑOS,5
PUNO,2022,MASCULINO,DE 6 A 11 AÑOS,5
PUNO,2022,MASCULINO,DE 12 A 17 AÑOS,17
PUNO,2022,MASCULINO,DE 18 A 29 AÑOS,55
PUNO,2022,MASCULINO,DE 30 A 59 AÑOS,128
PUNO,2022,MASCULINO,DE 60 A MÁS AÑOS,44
PUNO,2022,FEMENINO,DE 0 A 5 AÑOS,7
PUNO,2022,FEMENINO,DE 6 A 11 AÑOS,4
PUNO,2022,FEMENINO,DE 12 A 17 AÑOS,5
PUNO,2022,FEMENINO,DE 18 A 29 AÑOS,20
PUNO,2022,FEMENINO,DE 30 A 59 AÑOS,45
PUNO,2022,FEMENINO,DE 60 A MÁS AÑOS,16
PUNO,2023,MASCULINO,DE 0 A 5 AÑOS,8
PUNO,2023,MASCULINO,DE 6 A 11 AÑOS,58
PUNO,2023,MASCULINO,DE 12 A 17 AÑOS,15
PUNO,2023,MASCULINO,DE 18 A 29 AÑOS,31
PUNO,2023,MASCULINO,DE 30 A 59 AÑOS,129
PUNO,2023,MASCULINO,DE 60 A MÁS AÑOS,52
PUNO,2023,FEMENINO,DE 0 A 5 AÑOS,0
PUNO,2023,FEMENINO,DE 6 A 11 AÑOS,0
PUNO,2023,FEMENINO,DE 12 A 17 AÑOS,1
PUNO,2023,FEMENINO,DE 18 A 29 AÑOS,6
PUNO,2023,FEMENINO,DE 30 A 59 AÑOS,22
PUNO,2023,FEMENINO,DE 60 A MÁS AÑOS,6
PUNO,2024,MASCULINO,DE 0 A 5 AÑOS,1
PUNO,2024,MASCULINO,DE 6 A 11 AÑOS,2
PUNO,2024,MASCULINO,DE 12 A 17 AÑOS,1
PUNO,2024,MASCULINO,DE 18 A 29 AÑOS,40
PUNO,2024,MASCULINO,DE 30 A 59 AÑOS,55
PUNO,2024,MASCULINO,DE 60 A MÁS AÑOS,22
PUNO,2024,FEMENINO,DE 0 A 5 AÑOS,0
PUNO,2024,FEMENINO,DE 6 A 11 AÑOS,1
PUNO,2024,FEMENINO,DE 12 A 17 AÑOS,4
PUNO,2024,FEMENINO,DE 18 A 29 AÑOS,1
PUNO,2024,FEMENINO,DE 30 A 59 AÑOS,7
PUNO,2024,FEMENINO,DE 60 A MÁS AÑOS,4
SAN MARTIN,2008,MASCULINO,MENOR DE 18 AÑOS,5
SAN MARTIN,2008,MASCULINO,MAYOR DE 18 AÑOS,132
SAN MARTIN,2008,FEMENINO,MENOR DE 18 AÑOS,4
SAN MARTIN,2008,FEMENINO,MAYOR DE 18 AÑOS,12
SAN MARTIN,2009,MASCULINO,MENOR DE 18 AÑOS,8
SAN MARTIN,2009,MASCULINO,MAYOR DE 18 AÑOS,44
SAN MARTIN,2009,FEMENINO,MENOR DE 18 AÑOS,4
SAN MARTIN,2009,FEMENINO,MAYOR DE 18 AÑOS,11
SAN MARTIN,2010,MASCULINO,DE 0 A 5 AÑOS,0
SAN MARTIN,2010,MASCULINO,DE 6 A 12 AÑOS,4
SAN MARTIN,2010,MASCULINO,DE 13 A 18 AÑOS,10
SAN MARTIN,2010,MASCULINO,DE 19 A 25 AÑOS,17
SAN MARTIN,2010,MASCULINO,DE 26 A 60 AÑOS,37
SAN MARTIN,2010,MASCULINO,DE 60 A MÁS AÑOS,3
SAN MARTIN,2010,FEMENINO,DE 0 A 5 AÑOS,0
SAN MARTIN,2010,FEMENINO,DE 6 A 12 AÑOS,1
SAN MARTIN,2010,FEMENINO,DE 13 A 18 AÑOS,0
SAN MARTIN,2010,FEMENINO,DE 19 A 25 AÑOS,8
SAN MARTIN,2010,FEMENINO,DE 26 A 60 AÑOS,11
SAN MARTIN,2010,FEMENINO,DE 60 A MÁS AÑOS,2
SAN MARTIN,2011,MASCULINO,DE 0 A 5 AÑOS,5
SAN MARTIN,2011,MASCULINO,DE 6 A 12 AÑOS,3
SAN MARTIN,2011,MASCULINO,DE 13 A 18 AÑOS,4
SAN MARTIN,2011,MASCULINO,DE 19 A 25 AÑOS,22
SAN MARTIN,2011,MASCULINO,DE 26 A 60 AÑOS,24
SAN MARTIN,2011,MASCULINO,DE 60 A MÁS AÑOS,5
SAN MARTIN,2011,FEMENINO,DE 0 A 5 AÑOS,0
SAN MARTIN,2011,FEMENINO,DE 6 A 12 AÑOS,0
SAN MARTIN,2011,FEMENINO,DE 13 A 18 AÑOS,1
SAN MARTIN,2011,FEMENINO,DE 19 A 25 AÑOS,2
SAN MARTIN,2011,FEMENINO,DE 26 A 60 AÑOS,6
SAN MARTIN,2011,FEMENINO,DE 60 A MÁS AÑOS,3
SAN MARTIN,2012,MASCULINO,DE 0 A 5 AÑOS,2
SAN MARTIN,2012,MASCULINO,DE 6 A 12 AÑOS,2
SAN MARTIN,2012,MASCULINO,DE 13 A 18 AÑOS,3
SAN MARTIN,2012,MASCULINO,DE 19 A 25 AÑOS,8
SAN MARTIN,2012,MASCULINO,DE 26 A 60 AÑOS,30
SAN MARTIN,2012,MASCULINO,DE 60 A MÁS AÑOS,3
SAN MARTIN,2012,FEMENINO,DE 0 A 5 AÑOS,2
SAN MARTIN,2012,FEMENINO,DE 6 A 12 AÑOS,0
SAN MARTIN,2012,FEMENINO,DE 13 A 18 AÑOS,1
SAN MARTIN,2012,FEMENINO,DE 19 A 25 AÑOS,4
SAN MARTIN,2012,FEMENINO,DE 26 A 60 AÑOS,2
SAN MARTIN,2012,FEMENINO,DE 60 A MÁS AÑOS,1
SAN MARTIN,2013,MASCULINO,DE 0 A 5 AÑOS,6
SAN MARTIN,2013,MASCULINO,DE 6 A 12 AÑOS,13
SAN MARTIN,2013,MASCULINO,DE 13 A 18 AÑOS,10
SAN MARTIN,2013,MASCULINO,DE 19 A 25 AÑOS,20
SAN MARTIN,2013,MASCULINO,DE 26 A 60 AÑOS,36
SAN MARTIN,2013,MASCULINO,DE 60 A MÁS AÑOS,5
SAN MARTIN,2013,FEMENINO,DE 0 A 5 AÑOS,1
SAN MARTIN,2013,FEMENINO,DE 6 A 12 AÑOS,8
SAN MARTIN,2013,FEMENINO,DE 13 A 18 AÑOS,3
SAN MARTIN,2013,FEMENINO,DE 19 A 25 AÑOS,7
SAN MARTIN,2013,FEMENINO,DE 26 A 60 AÑOS,10
SAN MARTIN,2013,FEMENINO,DE 60 A MÁS AÑOS,0
SAN MARTIN,2014,MASCULINO,DE 0 A 5 AÑOS,5
SAN MARTIN,2014,MASCULINO,DE 6 A 12 AÑOS,1
SAN MARTIN,2014,MASCULINO,DE 13 A 18 AÑOS,3
SAN MARTIN,2014,MASCULINO,DE 19 A 25 AÑOS,18
SAN MARTIN,2014,MASCULINO,DE 26 A 60 AÑOS,34
SAN MARTIN,2014,MASCULINO,DE 60 A MÁS AÑOS,4
SAN MARTIN,2014,FEMENINO,DE 0 A 5 AÑOS,1
SAN MARTIN,2014,FEMENINO,DE 6 A 12 AÑOS,1
SAN MARTIN,2014,FEMENINO,DE 13 A 18 AÑOS,1
SAN MARTIN,2014,FEMENINO,DE 19 A 25 AÑOS,4
